id,Year,name,fuel,capex,fom,vom,lifetime,initial_capacity_lifetime,discount_rate,heat_rate_base,heat_rate_incr,unit_size,node,max_build,min_build,initial_capacity,fixed_capacity_gw,line,unit_type,scenarios,near_optimum,range_group,min_load_pct,ramp_rate_pct,start_cost_per_mw,retrofit_group,retrofit_cap
1742,2039,coal_ccs_cfbio_apb5,black coal,3769.8,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.03618742401
1743,2040,coal_ccs_cfbio_apb5,black coal,3733.0,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.05247844146
1744,2041,coal_ccs_cfbio_apb5,black coal,3696.2,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.05247844146
1745,2042,coal_ccs_cfbio_apb5,black coal,3659.4,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.08052035674
1746,2043,coal_ccs_cfbio_apb5,black coal,3622.6,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.08052035674
1747,2044,coal_ccs_cfbio_apb5,black coal,3585.8,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.09374011681
1748,2045,coal_ccs_cfbio_apb5,black coal,3549.0,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.1141706551
1749,2046,coal_ccs_cfbio_apb5,black coal,3512.2,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.1216484992
1750,2047,coal_ccs_cfbio_apb5,black coal,3475.4,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.1216484992
1751,2048,coal_ccs_cfbio_apb5,black coal,3438.6,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.1216484992
1752,2049,coal_ccs_cfbio_apb5,black coal,3401.8,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.1216484992
1753,2050,coal_ccs_cfbio_apb5,black coal,3365.0,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.2378221482
1754,2051,coal_ccs_cfbio_apb5,black coal,3332.3,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.2980454996
1755,2052,coal_ccs_cfbio_apb5,black coal,3299.6,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.3103305291
1756,2053,coal_ccs_cfbio_apb5,black coal,3266.9,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.3103305291
1757,2054,coal_ccs_cfbio_apb5,black coal,3234.2,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.3103305291
1758,2055,coal_ccs_cfbio_apb5,black coal,3201.5,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.3363694505
1759,2056,coal_ccs_cfbio_apb5,black coal,3168.8,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.3497227435
1760,2057,coal_ccs_cfbio_apb5,black coal,3136.1,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.3497227435
1761,2058,coal_ccs_cfbio_apb5,black coal,3103.4,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.3497227435
1762,2059,coal_ccs_cfbio_apb5,black coal,3070.7,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.3497227435
1763,2060,coal_ccs_cfbio_apb5,black coal,3038.0,102.0,4.73,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060",False,,0.4,0.04,57.0,,0.38
1764,2025,nh3_apb5,ammonia,652.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.0
1765,2026,nh3_apb5,ammonia,650.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.0
1766,2027,nh3_apb5,ammonia,648.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.0
1767,2028,nh3_apb5,ammonia,646.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.0
1768,2029,nh3_apb5,ammonia,644.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.0
1769,2030,nh3_apb5,ammonia,642.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.0,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.0
1770,2031,nh3_apb5,ammonia,638.3,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.01241856248,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.01241856248
1771,2032,nh3_apb5,ammonia,634.6,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.01241856248,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.01241856248
1772,2033,nh3_apb5,ammonia,630.9,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.01241856248,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.01241856248
1773,2034,nh3_apb5,ammonia,627.2,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.01241856248,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.01241856248
1774,2035,nh3_apb5,ammonia,623.5,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.02870957993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.02870957993
1775,2036,nh3_apb5,ammonia,619.8,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.02870957993,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.02870957993
1776,2037,nh3_apb5,ammonia,616.1,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.03618742401,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.03618742401
1777,2038,nh3_apb5,ammonia,612.4,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.03618742401,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.03618742401
1778,2039,nh3_apb5,ammonia,608.7,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.03618742401,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.03618742401
1779,2040,nh3_apb5,ammonia,605.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.05247844146,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.05247844146
1780,2041,nh3_apb5,ammonia,601.3,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.05247844146,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.05247844146
1781,2042,nh3_apb5,ammonia,597.6,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.08052035674,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.08052035674
1782,2043,nh3_apb5,ammonia,593.9,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.08052035674,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.08052035674
1783,2044,nh3_apb5,ammonia,590.2,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.09374011681,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.09374011681
1784,2045,nh3_apb5,ammonia,586.5,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.1141706551,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.1141706551
1785,2046,nh3_apb5,ammonia,582.8,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.1216484992,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.1216484992
1786,2047,nh3_apb5,ammonia,579.1,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.1216484992,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.1216484992
1787,2048,nh3_apb5,ammonia,575.4,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.1216484992,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.1216484992
1788,2049,nh3_apb5,ammonia,571.7,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.1216484992,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.1216484992
1789,2050,nh3_apb5,ammonia,568.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.2378221482,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.2378221482
1790,2051,nh3_apb5,ammonia,564.7,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.2980454996,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.2980454996
1791,2052,nh3_apb5,ammonia,561.4,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.3103305291,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.3103305291
1792,2053,nh3_apb5,ammonia,558.1,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.3103305291,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.3103305291
1793,2054,nh3_apb5,ammonia,554.8,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.3103305291,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.3103305291
1794,2055,nh3_apb5,ammonia,551.5,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.3363694505,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.3363694505
1795,2056,nh3_apb5,ammonia,548.2,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.3497227435,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.3497227435
1796,2057,nh3_apb5,ammonia,544.9,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.3497227435,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.3497227435
1797,2058,nh3_apb5,ammonia,541.6,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.3497227435,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.3497227435
1798,2059,nh3_apb5,ammonia,538.3,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.3497227435,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.3497227435
1799,2060,nh3_apb5,ammonia,535.0,0.1,0.1,20,20,0.1,0,9.73,0.1,APB5,0.38,0,0.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,0.4,0.04,57.0,5.0,0.38
1800,2031,sumatera_import_2031,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1801,2032,sumatera_import_2032,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1802,2033,sumatera_import_2033,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1803,2034,sumatera_import_2034,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1804,2035,sumatera_import_2035,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1805,2036,sumatera_import_2036,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1806,2037,sumatera_import_2037,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1807,2038,sumatera_import_2038,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1808,2039,sumatera_import_2039,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1809,2040,sumatera_import_2040,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1810,2041,sumatera_import_2041,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1811,2042,sumatera_import_2042,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1812,2043,sumatera_import_2043,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1813,2044,sumatera_import_2044,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1814,2045,sumatera_import_2045,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1815,2046,sumatera_import_2046,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1816,2047,sumatera_import_2047,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1817,2048,sumatera_import_2048,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,2.6,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1818,2049,sumatera_import_2049,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,4.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1819,2050,sumatera_import_2050,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,4.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1820,2051,sumatera_import_2051,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,4.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1821,2052,sumatera_import_2052,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,4.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1822,2053,sumatera_import_2053,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,4.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1823,2054,sumatera_import_2054,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,4.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1824,2055,sumatera_import_2055,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,4.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1825,2056,sumatera_import_2056,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,5.2,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1826,2057,sumatera_import_2057,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,5.2,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1827,2058,sumatera_import_2058,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,6.8,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1828,2059,sumatera_import_2059,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,7.3,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1829,2060,sumatera_import_2060,import,0.0,0.0,0.0,0,0,0.1,0,85.41,0.1,Sumatera,0.0,0,7.3,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1830,2040,kalimantan_import_2040,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,2.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1831,2041,kalimantan_import_2041,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,8.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1832,2042,kalimantan_import_2042,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,8.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1833,2043,kalimantan_import_2043,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,14.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1834,2044,kalimantan_import_2044,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,16.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1835,2045,kalimantan_import_2045,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1836,2046,kalimantan_import_2046,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1837,2047,kalimantan_import_2047,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1838,2048,kalimantan_import_2048,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1839,2049,kalimantan_import_2049,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1840,2050,kalimantan_import_2050,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1841,2051,kalimantan_import_2051,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1842,2052,kalimantan_import_2052,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1843,2053,kalimantan_import_2053,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1844,2054,kalimantan_import_2054,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,17.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1845,2055,kalimantan_import_2055,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,18.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1846,2056,kalimantan_import_2056,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,20.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1847,2057,kalimantan_import_2057,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,22.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1848,2058,kalimantan_import_2058,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,24.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1849,2059,kalimantan_import_2059,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,26.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1850,2060,kalimantan_import_2060,import,0.0,0.0,0.0,0,0,0.1,0,96.77,0.1,Kalimantan,0.0,0,26.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1851,2035,lombok_import_2035,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,0.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1852,2036,lombok_import_2036,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,0.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1853,2037,lombok_import_2037,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,1.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1854,2038,lombok_import_2038,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,1.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1855,2039,lombok_import_2039,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,1.3,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1856,2040,lombok_import_2040,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,1.3,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1857,2041,lombok_import_2041,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,1.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1858,2042,lombok_import_2042,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,1.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1859,2043,lombok_import_2043,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,1.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1860,2044,lombok_import_2044,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,1.5,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1861,2045,lombok_import_2045,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,3.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1862,2046,lombok_import_2046,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,5.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
1863,2047,lombok_import_2047,import,0.0,0.0,0.0,0,0,0.1,0,63.07,0.1,Lombok,0.0,0,7.0,,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,,,,,,
