id,Year,name,fuel,capex,fom,vom,lifetime,initial_capacity_lifetime,discount_rate,heat_rate_base,heat_rate_incr,unit_size,node,max_build,min_build,initial_capacity,fixed_capacity_gw,line,unit_type,scenarios,near_optimum,range_group,min_load_pct,ramp_rate_pct,start_cost_per_mw,retrofit_group,retrofit_cap
3355,2026,gas_ccgt_apb2,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,4.62174760148845,4.62174760148845,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb2,0.45,0.2,90.0,,
3356,2026,gas_ccgt_apb3,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,1.66310904904324,1.66310904904324,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb3,0.45,0.2,90.0,,
3357,2026,gas_ccgt_apb3,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,1.66310904904324,1.66310904904324,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb3,0.45,0.2,90.0,,
3358,2026,gas_ccgt_apb4,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,2.60139979812209,2.60139979812209,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb4,0.45,0.2,90.0,,
3359,2026,gas_ccgt_apb4,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,2.60139979812209,2.60139979812209,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb4,0.45,0.2,90.0,,
3360,2026,gas_ccgt_apb5,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.106757157333172,0.106757157333172,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb5,0.45,0.2,90.0,,
3361,2026,gas_ccgt_apb5,gas,1125.264,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.106757157333172,0.106757157333172,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb5,0.45,0.2,90.0,,
3362,2026,gas_ocgt_apb1,gas,1165.23,27.87,3.79,25,25,0.1,0,10.91,0.1,APB1,0.0,0,0.106882753988858,0.106882753988858,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb1,0.4,0.2,25.0,,
3363,2026,gas_ocgt_apb2,gas,1165.23,27.87,3.79,25,25,0.1,0,10.91,0.1,APB2,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb2,0.4,0.2,25.0,,
3364,2026,gas_ocgt_apb3,gas,1165.23,27.87,3.79,25,25,0.1,0,10.91,0.1,APB3,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb3,0.4,0.2,25.0,,
3365,2026,gas_ocgt_apb4,gas,1165.23,27.87,3.79,25,25,0.1,0,10.91,0.1,APB4,0.0,0,0.0324458027189048,0.0324458027189048,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb4,0.4,0.2,25.0,,
3366,2026,gas_ocgt_apb5,gas,1165.23,27.87,3.79,25,25,0.1,0,10.91,0.1,APB5,0.0,0,0.62884152224428,0.62884152224428,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb5,0.4,0.2,25.0,,
3367,2027,coal_apb1,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,baseload,ce_more_baseload,False,coal_apb1,0.4,0.04,57.0,,
3368,2027,coal_apb1,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb1,0.4,0.04,57.0,,
3369,2027,coal_apb2,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,baseload,ce_more_baseload,False,coal_apb2,0.4,0.04,57.0,,
3370,2027,coal_apb2,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb2,0.4,0.04,57.0,,
3371,2027,coal_apb3,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,baseload,ce_more_baseload,False,coal_apb3,0.4,0.04,57.0,,
3372,2027,coal_apb3,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb3,0.4,0.04,57.0,,
3373,2027,coal_apb4,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,baseload,ce_more_baseload,False,coal_apb4,0.4,0.04,57.0,,
3374,2027,coal_apb4,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb4,0.4,0.04,57.0,,
3375,2027,coal_apb5,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,baseload,ce_more_baseload,False,coal_apb5,0.4,0.04,57.0,,
3376,2027,coal_apb5,black coal,1661.604,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb5,0.4,0.04,57.0,,
3377,2027,gas_ccgt_apb1,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,5.57460901223219,5.57460901223219,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb1,0.45,0.2,90.0,,
3378,2027,gas_ccgt_apb1,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,5.57460901223219,5.57460901223219,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb1,0.45,0.2,90.0,,
3379,2027,gas_ccgt_apb2,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,5.00936260090209,5.00936260090209,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb2,0.45,0.2,90.0,,
3380,2027,gas_ccgt_apb2,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,5.00936260090209,5.00936260090209,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb2,0.45,0.2,90.0,,
3381,2027,gas_ccgt_apb3,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,1.80259005680362,1.80259005680362,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb3,0.45,0.2,90.0,,
3382,2027,gas_ccgt_apb3,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,1.80259005680362,1.80259005680362,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb3,0.45,0.2,90.0,,
3383,2027,gas_ccgt_apb4,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,2.81957302352691,2.81957302352691,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb4,0.45,0.2,90.0,,
3384,2027,gas_ccgt_apb4,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,2.81957302352691,2.81957302352691,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb4,0.45,0.2,90.0,,
3385,2027,gas_ccgt_apb5,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.115710626679653,0.115710626679653,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb5,0.45,0.2,90.0,,
3386,2027,gas_ccgt_apb5,gas,1114.748,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.115710626679653,0.115710626679653,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb5,0.45,0.2,90.0,,
3387,2027,gas_ocgt_apb1,gas,1152.61,27.87,3.79,25,25,0.1,0,10.91,0.1,APB1,0.0,0,0.115846756828688,0.115846756828688,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb1,0.4,0.2,25.0,,
3388,2027,gas_ocgt_apb2,gas,1152.61,27.87,3.79,25,25,0.1,0,10.91,0.1,APB2,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb2,0.4,0.2,25.0,,
3389,2027,gas_ocgt_apb3,gas,1152.61,27.87,3.79,25,25,0.1,0,10.91,0.1,APB3,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb3,0.4,0.2,25.0,,
3390,2027,gas_ocgt_apb4,gas,1152.61,27.87,3.79,25,25,0.1,0,10.91,0.1,APB4,0.0,0,0.0351669551673451,0.0351669551673451,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb4,0.4,0.2,25.0,,
3391,2027,gas_ocgt_apb5,gas,1152.61,27.87,3.79,25,25,0.1,0,10.91,0.1,APB5,0.0,0,0.681580967859503,0.681580967859503,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb5,0.4,0.2,25.0,,
3392,2028,coal_apb1,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,baseload,ce_more_baseload,False,coal_apb1,0.4,0.04,57.0,,
3393,2028,coal_apb1,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb1,0.4,0.04,57.0,,
3394,2028,coal_apb2,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,baseload,ce_more_baseload,False,coal_apb2,0.4,0.04,57.0,,
3395,2028,coal_apb2,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb2,0.4,0.04,57.0,,
3396,2028,coal_apb3,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,baseload,ce_more_baseload,False,coal_apb3,0.4,0.04,57.0,,
3397,2028,coal_apb3,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb3,0.4,0.04,57.0,,
3398,2028,coal_apb4,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,baseload,ce_more_baseload,False,coal_apb4,0.4,0.04,57.0,,
3399,2028,coal_apb4,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb4,0.4,0.04,57.0,,
3400,2028,coal_apb5,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,baseload,ce_more_baseload,False,coal_apb5,0.4,0.04,57.0,,
3401,2028,coal_apb5,black coal,1651.086,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb5,0.4,0.04,57.0,,
3402,2028,gas_ccgt_apb1,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,5.62292051431537,5.62292051431537,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb1,0.45,0.2,90.0,,
3403,2028,gas_ccgt_apb1,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,5.62292051431537,5.62292051431537,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb1,0.45,0.2,90.0,,
3404,2028,gas_ccgt_apb2,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,5.05277548083641,5.05277548083641,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb2,0.45,0.2,90.0,,
3405,2028,gas_ccgt_apb2,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,5.05277548083641,5.05277548083641,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb2,0.45,0.2,90.0,,
3406,2028,gas_ccgt_apb3,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,1.81821192967278,1.81821192967278,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb3,0.45,0.2,90.0,,
3407,2028,gas_ccgt_apb3,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,1.81821192967278,1.81821192967278,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb3,0.45,0.2,90.0,,
3408,2028,gas_ccgt_apb4,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,2.84400842477225,2.84400842477225,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb4,0.45,0.2,90.0,,
3409,2028,gas_ccgt_apb4,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,2.84400842477225,2.84400842477225,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb4,0.45,0.2,90.0,,
3410,2028,gas_ccgt_apb5,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.116713415246459,0.116713415246459,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb5,0.45,0.2,90.0,,
3411,2028,gas_ccgt_apb5,gas,1104.232,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.116713415246459,0.116713415246459,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb5,0.45,0.2,90.0,,
3412,2028,gas_ocgt_apb1,gas,1139.99,27.87,3.79,25,25,0.1,0,10.91,0.1,APB1,0.0,0,0.116850725146749,0.116850725146749,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb1,0.4,0.2,25.0,,
3413,2028,gas_ocgt_apb2,gas,1139.99,27.87,3.79,25,25,0.1,0,10.91,0.1,APB2,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb2,0.4,0.2,25.0,,
3414,2028,gas_ocgt_apb3,gas,1139.99,27.87,3.79,25,25,0.1,0,10.91,0.1,APB3,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb3,0.4,0.2,25.0,,
3415,2028,gas_ocgt_apb4,gas,1139.99,27.87,3.79,25,25,0.1,0,10.91,0.1,APB4,0.0,0,0.0354717242415704,0.0354717242415704,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb4,0.4,0.2,25.0,,
3416,2028,gas_ocgt_apb5,gas,1139.99,27.87,3.79,25,25,0.1,0,10.91,0.1,APB5,0.0,0,0.687487785768407,0.687487785768407,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb5,0.4,0.2,25.0,,
3417,2029,coal_apb1,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,baseload,ce_more_baseload,False,coal_apb1,0.4,0.04,57.0,,
3418,2029,coal_apb1,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb1,0.4,0.04,57.0,,
3419,2029,coal_apb2,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,baseload,ce_more_baseload,False,coal_apb2,0.4,0.04,57.0,,
3420,2029,coal_apb2,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb2,0.4,0.04,57.0,,
3421,2029,coal_apb3,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,baseload,ce_more_baseload,False,coal_apb3,0.4,0.04,57.0,,
3422,2029,coal_apb3,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb3,0.4,0.04,57.0,,
3423,2029,coal_apb4,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,baseload,ce_more_baseload,False,coal_apb4,0.4,0.04,57.0,,
3424,2029,coal_apb4,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb4,0.4,0.04,57.0,,
3425,2029,coal_apb5,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,baseload,ce_more_baseload,False,coal_apb5,0.4,0.04,57.0,,
3426,2029,coal_apb5,black coal,1640.568,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb5,0.4,0.04,57.0,,
3427,2029,gas_ccgt_apb1,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,6.33033893767613,6.33033893767613,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb1,0.45,0.2,90.0,,
3428,2029,gas_ccgt_apb1,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,6.33033893767613,6.33033893767613,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb1,0.45,0.2,90.0,,
3429,2029,gas_ccgt_apb2,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,5.68846407987478,5.68846407987478,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb2,0.45,0.2,90.0,,
3430,2029,gas_ccgt_apb2,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,5.68846407987478,5.68846407987478,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb2,0.45,0.2,90.0,,
3431,2029,gas_ccgt_apb3,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,2.0469607823998,2.0469607823998,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb3,0.45,0.2,90.0,,
3432,2029,gas_ccgt_apb3,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,2.0469607823998,2.0469607823998,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb3,0.45,0.2,90.0,,
3433,2029,gas_ccgt_apb4,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,3.20181251443615,3.20181251443615,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb4,0.45,0.2,90.0,,
3434,2029,gas_ccgt_apb4,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,3.20181251443615,3.20181251443615,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb4,0.45,0.2,90.0,,
3435,2029,gas_ccgt_apb5,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.131397104974687,0.131397104974687,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb5,0.45,0.2,90.0,,
3436,2029,gas_ccgt_apb5,gas,1093.716,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.131397104974687,0.131397104974687,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb5,0.45,0.2,90.0,,
3437,2029,gas_ocgt_apb1,gas,1127.37,27.87,3.79,25,25,0.1,0,10.91,0.1,APB1,0.0,0,0.131551689804069,0.131551689804069,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb1,0.4,0.2,25.0,,
3438,2029,gas_ocgt_apb2,gas,1127.37,27.87,3.79,25,25,0.1,0,10.91,0.1,APB2,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb2,0.4,0.2,25.0,,
3439,2029,gas_ocgt_apb3,gas,1127.37,27.87,3.79,25,25,0.1,0,10.91,0.1,APB3,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb3,0.4,0.2,25.0,,
3440,2029,gas_ocgt_apb4,gas,1127.37,27.87,3.79,25,25,0.1,0,10.91,0.1,APB4,0.0,0,0.0399344142570125,0.0399344142570125,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb4,0.4,0.2,25.0,,
3441,2029,gas_ocgt_apb5,gas,1127.37,27.87,3.79,25,25,0.1,0,10.91,0.1,APB5,0.0,0,0.773980476577373,0.773980476577373,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb5,0.4,0.2,25.0,,
3442,2030,coal_apb1,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,baseload,ce_more_baseload,False,coal_apb1,0.4,0.04,57.0,,
3443,2030,coal_apb1,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB1,0.0,0,8.98778743806532,8.98778743806532,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb1,0.4,0.04,57.0,,
3444,2030,coal_apb2,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,baseload,ce_more_baseload,False,coal_apb2,0.4,0.04,57.0,,
3445,2030,coal_apb2,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB2,0.0,0,3.66357011533028,3.66357011533028,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb2,0.4,0.04,57.0,,
3446,2030,coal_apb3,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,baseload,ce_more_baseload,False,coal_apb3,0.4,0.04,57.0,,
3447,2030,coal_apb3,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB3,0.0,0,10.6490768137637,10.6490768137637,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb3,0.4,0.04,57.0,,
3448,2030,coal_apb4,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,baseload,ce_more_baseload,False,coal_apb4,0.4,0.04,57.0,,
3449,2030,coal_apb4,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB4,0.0,0,6.750259046856,6.750259046856,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb4,0.4,0.04,57.0,,
3450,2030,coal_apb5,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,baseload,ce_more_baseload,False,coal_apb5,0.4,0.04,57.0,,
3451,2030,coal_apb5,black coal,1630.05,49.43,1.47,30,30,0.1,0,9.73,0.1,APB5,0.0,0,0.406706585984664,0.406706585984664,fossil_connection,flexible,"default,ce_2025_2060",False,coal_apb5,0.4,0.04,57.0,,
3452,2030,gas_ccgt_apb1,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,6.67542109541308,6.67542109541308,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb1,0.45,0.2,90.0,,
3453,2030,gas_ccgt_apb1,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB1,0.0,0,6.67542109541308,6.67542109541308,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb1,0.45,0.2,90.0,,
3454,2030,gas_ccgt_apb2,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,5.99855607940568,5.99855607940568,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb2,0.45,0.2,90.0,,
3455,2030,gas_ccgt_apb2,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB2,0.0,0,5.99855607940568,5.99855607940568,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb2,0.45,0.2,90.0,,
3456,2030,gas_ccgt_apb3,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,2.1585455886081,2.1585455886081,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb3,0.45,0.2,90.0,,
3457,2030,gas_ccgt_apb3,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB3,0.0,0,2.1585455886081,2.1585455886081,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb3,0.45,0.2,90.0,,
3458,2030,gas_ccgt_apb4,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,3.37635109476001,3.37635109476001,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb4,0.45,0.2,90.0,,
3459,2030,gas_ccgt_apb4,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB4,0.0,0,3.37635109476001,3.37635109476001,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb4,0.45,0.2,90.0,,
3460,2030,gas_ccgt_apb5,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.138559880451872,0.138559880451872,fossil_connection,baseload,ce_more_baseload,False,gas_ccgt_apb5,0.45,0.2,90.0,,
3461,2030,gas_ccgt_apb5,gas,1083.2,28.18,2.73,25,25,0.1,0,6.43,0.1,APB5,0.0,0,0.138559880451872,0.138559880451872,fossil_connection,flexible,"default,ce_2025_2060",False,gas_ccgt_apb5,0.45,0.2,90.0,,
3462,2030,gas_ocgt_apb1,gas,1114.75,27.87,3.79,25,25,0.1,0,10.91,0.1,APB1,0.0,0,0.138722892075933,0.138722892075933,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb1,0.4,0.2,25.0,,
3463,2030,gas_ocgt_apb2,gas,1114.75,27.87,3.79,25,25,0.1,0,10.91,0.1,APB2,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb2,0.4,0.2,25.0,,
3464,2030,gas_ocgt_apb3,gas,1114.75,27.87,3.79,25,25,0.1,0,10.91,0.1,APB3,0.0,0,0.0,0.0,fossil_connection,flexible,"default,ce_2025_2060,ce_more_baseload",False,gas_ocgt_apb3,0.4,0.2,25.0,,
